,orig_wav_file,mp3,speaker,word_count,start,end,duration,transcript,log_mean_pitch,log_stdev_pitch,rate_of_change_log_variance,onset_count,onset_rate,onset_time_diff_mean,onset_time_diff_var,onset_strength_mean,onset_strength_seg_var,onset_strength_seg_std,onset_delta_abs_mean,onset_delta_var,bert-gs_scores
0,142-orig.wav,142-orig_2267.mp3,John_G_Roberts_Jr,105,126.76,169.12,42.36,"Mr. Garre, how should we analyze the case if we think based on the record that Georgia contributed to the collapse of the oyster harvest but not enough to cause that on its own, that the situation is like that on ""Murder on the Orient Express,"" a lot of things took a stab at the fishery: drought, overharvesting, Florida regulatory policies, but also lower salinity that was caused by Georgia's use of the water. But you can't say that any one of those things is responsible for -- for killing the -- the fishery. How -- how should we analyze the case from that perspective?",5.372137292667779,0.2580853813077283,0.0015147570098736,136,3.210576015108593,0.3117037037037037,0.0699196751714678,0.9810299873352052,2.76387357711792,1.6624901294708252,0.1678814888000488,0.0745420083403587,-0.6275491118431091
1,142-orig.wav,142-orig_2268.mp3,John_G_Roberts_Jr,49,227.24,242.92,15.679999999999978,"Well, the -- the Special Master concluded that Georgia -- that Georgia would be required to allow huge amounts of water to flow into the bay to really allow recovery of the oyster fishery and that that would not be -- be equitable. What is your response to that?",5.390368482774041,0.3911151813271321,0.0020661114834623,62,3.954081632653067,0.2476065573770491,0.0464627960225745,0.8829558491706848,2.5635342597961426,1.6011040210723877,0.1618353724479675,0.0721804946660995,-1.13894522190094
2,142-orig.wav,142-orig_2269.mp3,Clarence_Thomas,128,297.56,341.56,44.0,"Thank you, Mr. Chief Justice. Mr. Garre, a couple of questions. You -- you say that Georgia has influenced the reduction in flow. Could you give us a before and after? You seem to suggest in your -- in your briefs that an increase of above 6,000 cubic feet per second would be beneficial to the oyster beds, and -- but there's much discussion about the Corps limiting the flow to 5,000 square -- cubic feet -- feet per second during the low flow and drought periods. Could you give us a sense of when there was a flow that was above 5,000 and when did that reduction occur, and what role does the Corps play in the reduction during the drought and dry period being at 5,000?",6.3633115708232015,0.7068164166710178,0.0014159389515445,133,3.022727272727273,0.3260606060606061,0.0800292084481177,0.8990636467933655,3.5173964500427246,1.8754723072052,0.1824817508459091,0.0911597609519958,-1.5754867792129517
3,142-orig.wav,142-orig_2270.mp3,Clarence_Thomas,83,431.92,465.4,33.47999999999996,"Well, that's -- you know, that's interesting because one of the problems we had during the dry and drought period before was that the Corps under its manual and its operate -- its operating manual had a tendency to hold water behind the dams and only allow 5,000 cubic feet per second. The -- I don't know, what would -- what would you do, what could the Corps do, within the confines of its current operating manual to accommodate what you're asking for?",5.33735223070294,0.6976707862319821,0.0009110748264532,123,3.673835125448033,0.268327868852459,0.0433344498790648,0.7698033452033997,1.7232378721237185,1.312721610069275,0.1318711787462234,0.0422629676759243,-0.3296464085578918
4,142-orig.wav,142-orig_2271.mp3,Stephen_G_Breyer,191,510.88,588.4,77.51999999999998,"Well, the part I don't understand, I mean, you now face two big hurdles. Of course, one is all these -- a lot of people testified or some testified, experts, that there was overharvesting of the oysters, and that was the major cause. That's your basic problem. The other, which I don't understand too well, which I'd appreciate your clarifying first, I assume your experts went out and they said, this is how much water falls in Georgia or comes into Georgia every year, and we'll subtract from that the water that evaporates, and we end up with a number that they must be using, and that's a lot. And the other side says, well, let's go out and measure what they're actually using. And they went and measured it, and that was a little. And between the two, there's a lot of disappearing water. Where does it go? And why? I mean, you have the burden of clear and convincing evidence. So, if the Special Master, and we looked through the record, adequately supported if it is, that they didn't use that much water. How do you get around that?",5.409413579028769,0.3538807220216657,0.0026135536350547,201,2.592879256965945,0.3747200000000001,0.1446767615999999,0.7138651609420776,2.0105080604553223,1.4179238080978394,0.1346891671419143,0.0553030706942081,-0.0830284282565116
5,142-orig.wav,142-orig_2272.mp3,Stephen_G_Breyer,118,635.88,672.8,36.91999999999996,"Well, what is the evidence? Give me your best evidence. I mean, you have -- you -- you -- you have some oyster fishermen who went out and said, hey, there are a lot of dead oysters around here. And if we overharvested them, why are there all these dead oysters? Because they're in somebody's stomach but not on the reefs or not out here. And -- but the other side says there are not that many and the water wasn't that saline and there are a few more conches but not too many, and you did overharvest the oysters after the oil spill particularly because you thought get them now or never. So we have conflicting evidence.",5.35424860891746,0.2464255023903375,0.0021479414800654,96,2.60021668472373,0.3789473684210526,0.1088526182825485,0.7183946967124939,1.6124393939971924,1.269818663597107,0.1264135986566543,0.040186334401369,0.4237364530563354
6,142-orig.wav,142-orig_2273.mp3,Samuel_A_Alito_Jr,50,722.52,746.8,24.279999999999973,"This is about the most fact-bound case that we have heard in recent memory, and we have two comprehensive reports by two outstanding masters and they are not -- to put the point perhaps mildly, not entirely consistent on a number of key points. What do we do with that?",5.033307432530276,0.2144292148914473,0.001806300494576,61,2.512355848434929,0.3914666666666667,0.1284221155555556,0.7933195233345032,3.008801221847534,1.734589695930481,0.160919576883316,0.0875898525118827,-0.5919984579086304
7,142-orig.wav,142-orig_2274.mp3,Samuel_A_Alito_Jr,83,770.88,812.0,41.120000000000005,"All right. To follow up on the point that Justice Breyer was -- was exploring, which is the cause of the collapse of the oyster beds, there's conflicting evidence. You have evidence from Dr. Berrigan and Mr. Ward. The other side has evidence from its expert, Dr. Lipcius. But what about hard scientific evidence about salinity? What is the maximum salinity for healthy oyster beds, what was the salinity in 2012 at the time of the collapse, what is it today, et cetera?",5.038426174710989,0.0934415999919916,0.000961933247796,82,1.9941634241245132,0.4792098765432099,0.1585803139765282,0.778517484664917,2.5478670597076416,1.5962039232254028,0.1464813649654388,0.0667114704847335,-0.9435217976570128
8,142-orig.wav,142-orig_2275.mp3,Samuel_A_Alito_Jr,66,889.0,909.64,20.639999999999983,"No, I -- I understand all that. You -- you have -- you know, you have some good evidence in support of your theory of cause, but I take it we -- we really do not have before and after measurements of salinity at the -- in the bay -- in -- in -- at the -- at the -- at the beds, is that correct?",5.962503339540488,0.8403581472115145,0.0015313053469918,59,2.858527131782948,0.3492413793103448,0.0919581831153388,0.7787802815437317,2.017638921737671,1.420436143875122,0.1438772976398468,0.05564871057868,-0.6305590271949768
9,142-orig.wav,142-orig_2276.mp3,Sonia_Sotomayor,159,945.16,1027.4,82.24000000000012,"Counsel, my biggest problem with your case are three facts, all offered by your experts. First, Dr. Greenblatt modeled that without any water consumption by Georgia, salinity would have changed by one to eight parts per thousand but generally less than five ppts. Then you have Dr. Kimbro, who he relied on, and his experiments show that to see any appreciable effect on predation, you need salinity changes of 5 to 15 ppts. And then you have Dr. White, who predicted that if Georgia had not consumed any water, oyster biomass in 2012 would have been 7 to 10 percent higher. I'm doubtful that a 10 percent change is sufficient to be viewed as an invasion of rights of a serious magnitude. It's hard to -- to imagine how water consumption that at most, by your own experts, contributed less than 10 percent to your problem, to Florida's problem, how would that justify the use of an equitable remedy?",5.547314211924287,0.2049873685728967,0.0024353647709023,200,2.4319066147859885,0.4069949748743718,0.1473646180652004,0.9202556610107422,3.8251333236694336,1.9557948112487795,0.1820897310972213,0.1045121401548385,0.1637130379676818
