,Unnamed: 0,start,end,speaker,speaker_role,text,file,line,duration,start_idx,end_idx,word_count,word_rate,pitch_log_diff_variance,pitch_log_mean,pitch_log_stdev,pitch_2pct,pitch_25pct,pitch_50pct,pitch_75pct,pitch_98pct,onset_count,onset_rate,onset_power_entropy,onset_time_diff_mean,onset_time_diff_var,onset_time_entropy,BERT-GS_Scores,duration_mean,duration_std,onset_count_mean,onset_count_std,onset_rate_mean,onset_rate_std,onset_time_diff_mean_mean,onset_time_diff_mean_std,onset_time_diff_var_mean,onset_time_diff_var_std,pitch_25pct_mean,pitch_25pct_std,pitch_2pct_mean,pitch_2pct_std,pitch_50pct_mean,pitch_50pct_std,pitch_75pct_mean,pitch_75pct_std,pitch_98pct_mean,pitch_98pct_std,pitch_log_diff_variance_mean,pitch_log_diff_variance_std,pitch_log_mean_mean,pitch_log_mean_std,pitch_log_stdev_mean,pitch_log_stdev_std,word_count_mean,word_count_std,word_rate_mean,word_rate_std,BERT-GS_Scores_mean,BERT-GS_Scores_std
0,0,133.11,177.525,John_G_Roberts_Jr,scotus_justice,"Mr. Huston, I -- I want to ask you about your -- your last point. As -- as you read this statute, the disposition of an FTCA claim bars Bivens claims against the employee. But, of course, the statute speaks of actions, not -- not claims. And it was -- was and is very well established that there's no bar with respect to claims in the same action. If -- if Congress were going to make such a dramatic departure from that rule, the obvious word to use is right there; it's ""claims."" And yet, they -- they didn't do that.",19-546.wav,2,44.41499999999999,2129760,2840400,101,2.274006529325679,0.0040534057559862,7.7854888426537885,0.4689928535052334,7.38135971352466,7.481359713524659,7.573026380191326,7.893859713524659,8.956359713524659,91.0,2.0488573680063045,-2.606265519296205,0.4764444444444444,0.1981427358024693,-18.257441369001647,0.4622816443443298,29.489257245833326,16.824752352323678,100.52222222222223,48.494792065714655,3.5112145098448124,0.8099738748485906,0.29221020404273695,0.07519371824577889,0.07173928344709786,0.04692078930289622,7.464222367845647,0.10701912459495513,7.272886874018487,0.11653872026013874,7.5979492196975,0.13657831683867785,7.816043355499969,0.21500499102039403,8.762278849327128,0.3163211346842134,0.0032897440399845906,0.0010319347754054564,7.704652208719189,0.13722110789620248,0.37464203620738906,0.10302962475491156,76.84057971014492,43.45049368930731,2.4997720740382126,3.3366457699005876,-0.055297551059123616,0.6960445746405411
1,1,208.14,241.16,John_G_Roberts_Jr,scotus_justice,"Well, I don't know -- I don't know that that's the clearest way they could go about it. The clearest way to go about it would say ""the claim."" It would be a -- a complete bar to any claim that is -- is raised, as opposed to, you know, any subsequent action. That's where the real departure is. And it seems to me that that's a much more direct way to eliminate any confusion than simply deleting, you know, the ""subsequent"" in -- that appeared in some -- some cases.",19-546.wav,4,33.02000000000001,3330240,3858560,91,2.7559055118110227,0.0021501219746418,7.628529524845415,0.334699359412398,7.276359713524659,7.45635971352466,7.556359713524659,7.664693046857993,8.906359713524658,109.0,3.301029678982434,-3.5915153357674776,0.2918518518518518,0.0503223484224965,-67.68301215187624,0.7595290541648865,29.489257245833326,16.824752352323678,100.52222222222223,48.494792065714655,3.5112145098448124,0.8099738748485906,0.29221020404273695,0.07519371824577889,0.07173928344709786,0.04692078930289622,7.464222367845647,0.10701912459495513,7.272886874018487,0.11653872026013874,7.5979492196975,0.13657831683867785,7.816043355499969,0.21500499102039403,8.762278849327128,0.3163211346842134,0.0032897440399845906,0.0010319347754054564,7.704652208719189,0.13722110789620248,0.37464203620738906,0.10302962475491156,76.84057971014492,43.45049368930731,2.4997720740382126,3.3366457699005876,-0.055297551059123616,0.6960445746405411
2,2,316.37999995,377.22,Clarence_Thomas,scotus_justice,"Thank you, Mr. Chief Justice. Mr. Huston, I'd like to pick up on your last point. Now the -- in this case, Respondent filed the Bivens action together with the FTCA action and -- though the argument seems to have just disappeared and then reappeared here. Petition -- Respondent now argues that if -- if he loses on the -- on the FTCA claim, that he -- that he has the alternative argument that since -- since these were filed together, the outcome should be different from a case in which they were filed separately or sequentially. What would be your argument there? First, can he even make that argument now? And, two, if he can, what -- give -- would you elaborate more on your response to that?",19-546.wav,7,60.840000050000015,5062079,6035520,129,2.120315580111509,0.001765299938058,7.247133523048469,0.9425757813564772,6.53135971352466,6.623026380191326,6.681359713524659,8.66260971352466,8.796193046857992,137.0,2.2518080191881915,-2.38498164533559,0.4383529411764706,0.1145121107266437,-25.10598249963764,-0.8484802842140198,30.76115384735578,11.997380204902715,81.7135922330097,34.20184718601252,2.701105232338319,0.7625784206684924,0.38976848588464685,0.12382556373209982,0.12154599186550599,0.10383093055239113,6.979807630191326,0.7378223395564605,6.849651380191326,0.7206019814928594,7.167776380191326,0.8308963781231162,7.441870130191326,0.9202264588016407,7.719396380191326,0.9612741585320648,0.002815882816070039,0.002507368848091976,7.220572115675904,0.7486866156165921,0.30974105221833503,0.35197798614500697,66.44711538461539,25.49636881119879,2.213614248110841,0.4068315737182251,-0.5467760931664648,0.6151166442797124
3,3,535.15,603.28,Stephen_G_Breyer,scotus_justice,"Thank you. Can -- can you tell me if I have this basically right? Courts of appeals get lots of appeals from district courts. And I thought a judgment is a piece of paper normally that the district judge files at the end of a lawsuit, and it says ""Judgment,"" and it tells you how the lawsuit turned out, who won, and perhaps on what grounds. And, here, the judgment in an action under 1346(b) shall constitute a complete bar. But, normally, if you have four different claims in the lawsuit, the judgment doesn't come in until the whole thing is over. You might preliminarily decide or you decide the judge says this -- he's going to lose on this claim, he's going to lose on this claim, maybe he'll win on this claim, and, at the very end of the thing, we have a judgment. Isn't that how it works?",19-546.wav,13,68.13,8562400,9652480,151,2.216351093497725,0.0045795589859945,7.865136084832677,0.4248942706957763,7.238693046857993,7.573026380191326,7.739693046857993,8.064693046857993,8.849026380191326,160.0,2.348451489798914,-2.532056108149824,0.4226415094339623,0.2323781293461494,-20.03210904026197,-0.3397102057933807,45.88244230711539,30.6874387237321,122.98039215686275,79.39011873401824,2.882518827146368,0.7363517817983258,0.36151912222307175,0.09190767353707507,0.13430579685913616,0.07740392016589029,7.462111347511588,0.27087958947318963,7.102867556661915,0.27334944647053794,7.733957752740346,0.29437018711289703,8.058974092609628,0.335433998411373,8.712357099145574,0.3445314241460556,0.0045379480272833205,0.001517759101220965,7.782560209215635,0.26254076241810725,0.42981289734140005,0.1215429930929028,116.16923076923077,72.13245414853803,2.680398259382791,0.510242313853612,0.2888108347936605,0.6298329538996338
4,4,690.51,704.045,Stephen_G_Breyer,scotus_justice,"All right. He decided it. Okay. On what ground did he decide it? He decided it because there was a bar. But, at that moment, there wasn't a bar because, when he decided it, it was before he entered the judgment.",19-546.wav,21,13.534999999999968,11048160,11264720,41,3.0291835980790616,0.0067815746489732,8.289296221461168,0.4238232712828865,7.550693046857993,7.9334430468579935,8.29385971352466,8.691776380191326,8.88435971352466,42.0,3.1030661248614777,-2.794020178205628,0.2958048780487805,0.0627277668054729,-80.85096442979217,-0.1212407723069191,45.88244230711539,30.6874387237321,122.98039215686275,79.39011873401824,2.882518827146368,0.7363517817983258,0.36151912222307175,0.09190767353707507,0.13430579685913616,0.07740392016589029,7.462111347511588,0.27087958947318963,7.102867556661915,0.27334944647053794,7.733957752740346,0.29437018711289703,8.058974092609628,0.335433998411373,8.712357099145574,0.3445314241460556,0.0045379480272833205,0.001517759101220965,7.782560209215635,0.26254076241810725,0.42981289734140005,0.1215429930929028,116.16923076923077,72.13245414853803,2.680398259382791,0.510242313853612,0.2888108347936605,0.6298329538996338
5,5,799.37,837.97,Samuel_A_Alito_Jr,scotus_justice,"Well, that's a -- that is an argument on the merits of that issue, isn't it? I'm -- I'm asking the preliminary question, why should we even get to that here? We granted cert to decide a particular question which has to do with the effect of a final judgment. Why should we not presume most of the time we answer the question on which we -- we granted review and not some other question? So that's my question. That -- that's what I'm asking you. Why should we depart from our normal practice of just deciding the question presented and decide another question --",19-546.wav,31,38.60000000000002,12789920,13407520,105,2.720207253886009,0.0074337152855127,7.502136740551685,0.4042038115902351,6.972526380191327,7.164693046857993,7.460526380191326,7.718859713524659,8.690693046857993,97.0,2.5129533678756464,-2.016274610069253,0.3966666666666666,0.1500688888888888,-31.998478992597736,-0.0678580477833747,35.177049469081275,18.167109216140013,95.2690909090909,45.71811789558996,2.7815072068155478,0.6326351832644984,0.36861430167853837,0.08379884919153073,0.11033019250911293,0.0543963935874066,7.187024251237555,0.14144256594555582,6.97135484734461,0.16710109796171438,7.3548238254468,0.17424392059415778,7.600330212308115,0.2547982108901217,8.401194263403005,0.42156010250370535,0.0043786502521027506,0.001931427510143299,7.440229568872157,0.17357454826065932,0.36484100882161585,0.11326622023216541,83.12014134275618,41.37580387230249,2.422595359426968,0.41004469303672064,-0.2356690736602689,0.7367765817651246
6,6,882.65,903.60000005,Samuel_A_Alito_Jr,scotus_justice,"Let me try to -- let me try to ask one question about the question on which we did grant review. In your -- in your view, what is the dividing line between a claim that is not cognizable under 1346(b)(1) and a claim that is cognizable yet fails on the merits?",19-546.wav,35,20.95000004999997,14122400,14457601,52,2.482100232739621,0.0075106664262965,7.237500064401853,0.230141739082056,6.857693046857993,7.064693046857993,7.189693046857993,7.418859713524659,7.76035971352466,59.0,2.8162291102238006,-2.832688082453851,0.3255172413793103,0.0954134221165278,-38.94434178955613,-1.5744073390960691,35.177049469081275,18.167109216140013,95.2690909090909,45.71811789558996,2.7815072068155478,0.6326351832644984,0.36861430167853837,0.08379884919153073,0.11033019250911293,0.0543963935874066,7.187024251237555,0.14144256594555582,6.97135484734461,0.16710109796171438,7.3548238254468,0.17424392059415778,7.600330212308115,0.2547982108901217,8.401194263403005,0.42156010250370535,0.0043786502521027506,0.001931427510143299,7.440229568872157,0.17357454826065932,0.36484100882161585,0.11326622023216541,83.12014134275618,41.37580387230249,2.422595359426968,0.41004469303672064,-0.2356690736602689,0.7367765817651246
7,7,976.625,1051.78,Sonia_Sotomayor,scotus_justice,"Counsel, I -- I am a little confused, and perhaps your adversary will un-confuse me, but I don't think every circuit has held that same suit claims of an FTCA and a Bivens claim means that you can't appeal them. I thought at least the Ninth Circuit has said so. All of the other circuits, I agree with you, have said that, if you lose a FTCA claim, you can't file a separate claim. That's not the issue. It's the same claim. But your adversary can tell me what the circuit split is on that question. However, I am going to go back to what Justice Alito raised. You brought the cert petition. I believe that your adversary in its -- I believe I know in its response, not at length, but it did mention this as an alternative ground not to grant cert, that he could bring the two claims in the same action and not be precluded. And I think the same argument was raised below. Am I correct?",19-546.wav,41,75.15499999999997,15626000,16828480,171,2.275297718049365,0.0040868341436913,8.055017675077071,0.2283041630820045,7.667693046857993,7.88135971352466,8.03135971352466,8.181359713524659,8.620026380191327,144.0,1.9160401836205183,-2.021036001539908,0.5115524475524474,0.2073777017947086,-27.16190404375816,0.469838947057724,44.46467532370128,29.323536082635478,109.95065789473684,64.76436751714465,2.6200657466040966,0.5723811233062479,0.38986261995261484,0.08549628047217346,0.14846682776161488,0.0746770811751684,7.805133013963255,0.0884566789404497,7.52516015212115,0.11428521109671706,7.961307630191326,0.08851800305022046,8.1460801082615,0.0987287036854877,8.61493043720887,0.15558226283182808,0.0053205713258318785,0.0012754877286273074,7.989100632851335,0.08388340704942504,0.2658622875682973,0.037591125014008825,93.28246753246754,53.59622310714378,2.2051424364380097,0.34059064244110976,-0.024018506203511997,0.6771992073311195
8,8,1083.49,1136.93,Sonia_Sotomayor,scotus_justice,"All right. Now, counsel, let me go on to where the Chief started. He said that the FTCA talks about a judgment in an action. In Section 2672 of the FTCA, it says explicitly: Acceptance of an administrative settlement with the U.S. shall constitute a complete release of any claim against the United States and against the employee of the government. It seems to me that Congress knew how to say that -- that there was a big difference between a release of a claim rather than a bar to an action. So why should we accept your argument that they meant the same thing when they used different language in two different sections?",19-546.wav,45,53.440000000000055,17335840,18190880,114,2.133233532934129,0.0047774683386899,8.057466856381803,0.2796846020353038,7.572859713524659,7.88135971352466,8.023026380191327,8.214693046857992,8.78135971352466,83.0,1.5531437125748486,-2.016463530772408,0.6275121951219511,0.3287978108268888,-15.167931214056695,-0.3223409652709961,44.46467532370128,29.323536082635478,109.95065789473684,64.76436751714465,2.6200657466040966,0.5723811233062479,0.38986261995261484,0.08549628047217346,0.14846682776161488,0.0746770811751684,7.805133013963255,0.0884566789404497,7.52516015212115,0.11428521109671706,7.961307630191326,0.08851800305022046,8.1460801082615,0.0987287036854877,8.61493043720887,0.15558226283182808,0.0053205713258318785,0.0012754877286273074,7.989100632851335,0.08388340704942504,0.2658622875682973,0.037591125014008825,93.28246753246754,53.59622310714378,2.2051424364380097,0.34059064244110976,-0.024018506203511997,0.6771992073311195
9,9,1153.89,1197.325,Sonia_Sotomayor,scotus_justice,"All right, counsel, I'm almost out of time, so let me just ask you one last question. As a matter of policy, why would Congress have wanted to go around the common law rule? It seems to me that then happenstance controls. This district court could have ruled the other way, could have said the Bivens claim -- or, I'm sorry, the Bivens claims -- like in Mannings, the Bivens claim is good, but the FTCA claim is not. And you're still saying there's a bar, correct?",19-546.wav,47,43.434999999999945,18462240,19157200,87,2.002992978013125,0.0042041922221277,8.04173141616255,0.2959140465770132,7.398026380191326,7.83135971352466,7.989693046857993,8.28135971352466,8.589693046857994,87.0,2.002992978013125,-2.669869582761758,0.465860465116279,0.2366298409951323,-23.371871630633603,0.0644699558615684,44.46467532370128,29.323536082635478,109.95065789473684,64.76436751714465,2.6200657466040966,0.5723811233062479,0.38986261995261484,0.08549628047217346,0.14846682776161488,0.0746770811751684,7.805133013963255,0.0884566789404497,7.52516015212115,0.11428521109671706,7.961307630191326,0.08851800305022046,8.1460801082615,0.0987287036854877,8.61493043720887,0.15558226283182808,0.0053205713258318785,0.0012754877286273074,7.989100632851335,0.08388340704942504,0.2658622875682973,0.037591125014008825,93.28246753246754,53.59622310714378,2.2051424364380097,0.34059064244110976,-0.024018506203511997,0.6771992073311195
